candidate,target,model,feature_set,refit_date,split,parameters,cpcv_brier,train_rows,max_train_label_end
eth_outperforms_btc__logistic__price_only,eth_outperforms_btc,logistic,price_only,2022-01-01,development,"{""C"": 0.1}",0.26478217009908483,1089,2021-12-31
eth_outperforms_btc__logistic__price_only,eth_outperforms_btc,logistic,price_only,2023-01-01,development,"{""C"": 0.1}",0.2747235773043524,1454,2022-12-31
eth_outperforms_btc__logistic__price_only,eth_outperforms_btc,logistic,price_only,2024-01-01,development,"{""C"": 0.1}",0.26206615794950266,1819,2023-12-31
eth_outperforms_btc__logistic__price_only,eth_outperforms_btc,logistic,price_only,2025-01-01,holdout,"{""C"": 0.1}",0.2680099116987271,2185,2024-12-31
eth_outperforms_btc__elastic_net__price_only,eth_outperforms_btc,elastic_net,price_only,2021-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.27169270303909837,724,2020-12-31
eth_outperforms_btc__elastic_net__price_only,eth_outperforms_btc,elastic_net,price_only,2022-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2618362780190762,1089,2021-12-31
eth_outperforms_btc__elastic_net__price_only,eth_outperforms_btc,elastic_net,price_only,2023-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.27217256848543137,1454,2022-12-31
eth_outperforms_btc__elastic_net__price_only,eth_outperforms_btc,elastic_net,price_only,2024-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2612613458068932,1819,2023-12-31
eth_outperforms_btc__elastic_net__price_only,eth_outperforms_btc,elastic_net,price_only,2025-01-01,holdout,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2671146508616343,2185,2024-12-31
eth_outperforms_btc__logistic__derivatives_only,eth_outperforms_btc,logistic,derivatives_only,2021-01-01,development,"{""C"": 0.1}",0.24813870417322548,724,2020-12-31
eth_outperforms_btc__logistic__derivatives_only,eth_outperforms_btc,logistic,derivatives_only,2022-01-01,development,"{""C"": 0.1}",0.27323521722932365,1089,2021-12-31
eth_outperforms_btc__logistic__derivatives_only,eth_outperforms_btc,logistic,derivatives_only,2023-01-01,development,"{""C"": 0.1}",0.2560029949469574,1454,2022-12-31
eth_outperforms_btc__logistic__derivatives_only,eth_outperforms_btc,logistic,derivatives_only,2024-01-01,development,"{""C"": 0.1}",0.2556413664450644,1819,2023-12-31
eth_outperforms_btc__logistic__derivatives_only,eth_outperforms_btc,logistic,derivatives_only,2025-01-01,holdout,"{""C"": 0.1}",0.261817567016715,2185,2024-12-31
eth_outperforms_btc__elastic_net__derivatives_only,eth_outperforms_btc,elastic_net,derivatives_only,2021-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.24697081388419673,724,2020-12-31
eth_outperforms_btc__elastic_net__derivatives_only,eth_outperforms_btc,elastic_net,derivatives_only,2022-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2687812105883731,1089,2021-12-31
eth_outperforms_btc__elastic_net__derivatives_only,eth_outperforms_btc,elastic_net,derivatives_only,2023-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2540262527479778,1454,2022-12-31
eth_outperforms_btc__elastic_net__derivatives_only,eth_outperforms_btc,elastic_net,derivatives_only,2024-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.25421315934214617,1819,2023-12-31
eth_outperforms_btc__elastic_net__derivatives_only,eth_outperforms_btc,elastic_net,derivatives_only,2025-01-01,holdout,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2601258896479774,2185,2024-12-31
eth_outperforms_btc__random_forest__derivatives_only,eth_outperforms_btc,random_forest,derivatives_only,2021-01-01,development,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.25944110885977806,724,2020-12-31
eth_outperforms_btc__random_forest__derivatives_only,eth_outperforms_btc,random_forest,derivatives_only,2022-01-01,development,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.2612800455245007,1089,2021-12-31
eth_outperforms_btc__random_forest__derivatives_only,eth_outperforms_btc,random_forest,derivatives_only,2023-01-01,development,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.25658430453401215,1454,2022-12-31
eth_outperforms_btc__random_forest__derivatives_only,eth_outperforms_btc,random_forest,derivatives_only,2024-01-01,development,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.2570453228911007,1819,2023-12-31
eth_outperforms_btc__random_forest__derivatives_only,eth_outperforms_btc,random_forest,derivatives_only,2025-01-01,holdout,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.2611572831731554,2185,2024-12-31
eth_outperforms_btc__gradient_boosting__derivatives_only,eth_outperforms_btc,gradient_boosting,derivatives_only,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2877804168891353,724,2020-12-31
eth_outperforms_btc__gradient_boosting__derivatives_only,eth_outperforms_btc,gradient_boosting,derivatives_only,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2804135669845894,1089,2021-12-31
eth_outperforms_btc__gradient_boosting__derivatives_only,eth_outperforms_btc,gradient_boosting,derivatives_only,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.25968016817798156,1454,2022-12-31
eth_outperforms_btc__gradient_boosting__derivatives_only,eth_outperforms_btc,gradient_boosting,derivatives_only,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.26142749829030487,1819,2023-12-31
eth_outperforms_btc__gradient_boosting__derivatives_only,eth_outperforms_btc,gradient_boosting,derivatives_only,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.26592339717717844,2185,2024-12-31
eth_outperforms_btc__boosted_tree__derivatives_only,eth_outperforms_btc,boosted_tree,derivatives_only,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.28098660334944725,724,2020-12-31
eth_outperforms_btc__boosted_tree__derivatives_only,eth_outperforms_btc,boosted_tree,derivatives_only,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2710808701813221,1089,2021-12-31
eth_outperforms_btc__boosted_tree__derivatives_only,eth_outperforms_btc,boosted_tree,derivatives_only,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.25736404210329056,1454,2022-12-31
eth_outperforms_btc__boosted_tree__derivatives_only,eth_outperforms_btc,boosted_tree,derivatives_only,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2596244215965271,1819,2023-12-31
eth_outperforms_btc__boosted_tree__derivatives_only,eth_outperforms_btc,boosted_tree,derivatives_only,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.26420290768146515,2185,2024-12-31
eth_outperforms_btc__logistic__price_derivatives,eth_outperforms_btc,logistic,price_derivatives,2021-01-01,development,"{""C"": 0.1}",0.25722450117210266,724,2020-12-31
eth_outperforms_btc__logistic__price_derivatives,eth_outperforms_btc,logistic,price_derivatives,2022-01-01,development,"{""C"": 0.1}",0.2760665159305029,1089,2021-12-31
eth_outperforms_btc__logistic__price_derivatives,eth_outperforms_btc,logistic,price_derivatives,2023-01-01,development,"{""C"": 0.1}",0.2696495597628352,1454,2022-12-31
eth_outperforms_btc__logistic__price_derivatives,eth_outperforms_btc,logistic,price_derivatives,2024-01-01,development,"{""C"": 0.1}",0.25693818863134443,1819,2023-12-31
eth_outperforms_btc__logistic__price_derivatives,eth_outperforms_btc,logistic,price_derivatives,2025-01-01,holdout,"{""C"": 0.1}",0.27776623126895233,2185,2024-12-31
eth_outperforms_btc__elastic_net__price_derivatives,eth_outperforms_btc,elastic_net,price_derivatives,2021-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2576261719594719,724,2020-12-31
eth_outperforms_btc__elastic_net__price_derivatives,eth_outperforms_btc,elastic_net,price_derivatives,2022-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2698256588191425,1089,2021-12-31
eth_outperforms_btc__elastic_net__price_derivatives,eth_outperforms_btc,elastic_net,price_derivatives,2023-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.26599699790777365,1454,2022-12-31
eth_outperforms_btc__elastic_net__price_derivatives,eth_outperforms_btc,elastic_net,price_derivatives,2024-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2550795510858069,1819,2023-12-31
eth_outperforms_btc__elastic_net__price_derivatives,eth_outperforms_btc,elastic_net,price_derivatives,2025-01-01,holdout,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.27630877596021114,2185,2024-12-31
eth_outperforms_btc__random_forest__price_derivatives,eth_outperforms_btc,random_forest,price_derivatives,2021-01-01,development,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.2589722570981265,724,2020-12-31
eth_outperforms_btc__random_forest__price_derivatives,eth_outperforms_btc,random_forest,price_derivatives,2022-01-01,development,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.2593947807753075,1089,2021-12-31
eth_outperforms_btc__random_forest__price_derivatives,eth_outperforms_btc,random_forest,price_derivatives,2023-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.2562941712252856,1454,2022-12-31
eth_outperforms_btc__random_forest__price_derivatives,eth_outperforms_btc,random_forest,price_derivatives,2024-01-01,development,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.25232093238178915,1819,2023-12-31
eth_outperforms_btc__random_forest__price_derivatives,eth_outperforms_btc,random_forest,price_derivatives,2025-01-01,holdout,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.2600846632834217,2185,2024-12-31
eth_outperforms_btc__gradient_boosting__price_derivatives,eth_outperforms_btc,gradient_boosting,price_derivatives,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.273358812008331,724,2020-12-31
eth_outperforms_btc__gradient_boosting__price_derivatives,eth_outperforms_btc,gradient_boosting,price_derivatives,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.26733850818104277,1089,2021-12-31
eth_outperforms_btc__gradient_boosting__price_derivatives,eth_outperforms_btc,gradient_boosting,price_derivatives,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.257499401520537,1454,2022-12-31
eth_outperforms_btc__gradient_boosting__price_derivatives,eth_outperforms_btc,gradient_boosting,price_derivatives,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2516389677346089,1819,2023-12-31
eth_outperforms_btc__gradient_boosting__price_derivatives,eth_outperforms_btc,gradient_boosting,price_derivatives,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.2656312802281917,2185,2024-12-31
eth_outperforms_btc__boosted_tree__price_derivatives,eth_outperforms_btc,boosted_tree,price_derivatives,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2638218216598034,724,2020-12-31
eth_outperforms_btc__boosted_tree__price_derivatives,eth_outperforms_btc,boosted_tree,price_derivatives,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2623007893562317,1089,2021-12-31
eth_outperforms_btc__boosted_tree__price_derivatives,eth_outperforms_btc,boosted_tree,price_derivatives,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2561556249856949,1454,2022-12-31
eth_outperforms_btc__boosted_tree__price_derivatives,eth_outperforms_btc,boosted_tree,price_derivatives,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.25106969848275185,1819,2023-12-31
eth_outperforms_btc__boosted_tree__price_derivatives,eth_outperforms_btc,boosted_tree,price_derivatives,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.2652958668768406,2185,2024-12-31
