date,macro_regime,favourable_feature_count,favourable_features,blocking_features,target_btc_weight,target_eth_weight,target_cash_weight,target_exposure,allocation,reason
2024-09-27,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d","dow_vol_level, vix_level",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2024-10-04,neutral,3,"equity_momentum_21d, dow_vol_level, vix_level","equity_realized_vol_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2024-10-11,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2024-10-18,risk_off,2,"equity_momentum_21d, vix_change_5d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2024-10-25,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2024-11-01,risk_off,1,vix_level,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2024-11-08,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2024-11-15,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2024-11-22,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2024-11-29,risk_off,2,"vix_change_5d, vix_change_21d","equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2024-12-06,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2024-12-13,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2024-12-20,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2024-12-27,risk_off,2,"equity_realized_vol_21d, vix_change_5d","equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-01-03,risk_off,1,equity_realized_vol_21d,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2025-01-10,risk_off,2,"equity_realized_vol_21d, vix_change_21d","equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-01-17,risk_off,2,"equity_realized_vol_21d, vix_change_5d","equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-01-24,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d","dow_vol_level, vix_level",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2025-01-31,neutral,3,"equity_realized_vol_21d, equity_momentum_21d, vix_change_21d","dow_vol_level, vix_level, vix_change_5d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-02-07,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-02-14,risk_off,1,vix_change_5d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2025-02-21,risk_off,1,vix_change_21d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2025-02-28,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-03-07,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-03-14,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-03-21,risk_on,4,"equity_realized_vol_21d, vix_level, vix_change_5d, vix_change_21d","equity_momentum_21d, dow_vol_level",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2025-03-28,neutral,3,"equity_realized_vol_21d, vix_change_5d, vix_change_21d","equity_momentum_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-04-04,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-04-11,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2025-04-18,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2025-04-25,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2025-05-02,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2025-05-09,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2025-05-16,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-05-23,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",vix_change_5d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2025-05-30,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d","dow_vol_level, vix_level",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2025-06-06,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2025-06-13,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-06-20,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-06-27,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-07-04,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-07-11,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-07-18,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2025-07-25,risk_off,2,"vix_change_5d, vix_change_21d","equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-08-01,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2025-08-08,risk_off,1,vix_change_5d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2025-08-15,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-08-22,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2025-08-29,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-09-05,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2025-09-12,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-09-19,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2025-09-26,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2025-10-03,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2025-10-10,risk_off,1,vix_change_5d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2025-10-17,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-10-24,risk_off,2,"equity_realized_vol_21d, vix_change_5d","equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-10-31,risk_off,1,equity_realized_vol_21d,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2025-11-07,risk_off,1,vix_change_21d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2025-11-14,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-11-21,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-11-28,risk_off,2,"vix_change_5d, vix_change_21d","equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2025-12-05,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-12-12,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2025-12-19,risk_off,1,vix_change_21d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2025-12-26,risk_off,2,"vix_change_5d, vix_change_21d","equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2026-01-02,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2026-01-09,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2026-01-16,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2026-01-23,risk_off,1,vix_change_5d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2026-01-30,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2026-02-06,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2026-02-13,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2026-02-20,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2026-02-27,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d","dow_vol_level, vix_level",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2026-03-06,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2026-03-13,neutral,3,"dow_vol_level, vix_level, vix_change_5d","equity_realized_vol_21d, equity_momentum_21d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2026-03-20,neutral,3,"dow_vol_level, vix_level, vix_change_5d","equity_realized_vol_21d, equity_momentum_21d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2026-03-27,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2026-04-03,risk_on,5,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",equity_momentum_21d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2026-04-10,neutral,3,"equity_realized_vol_21d, vix_change_5d, vix_change_21d","equity_momentum_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2026-04-17,neutral,3,"equity_realized_vol_21d, vix_change_5d, vix_change_21d","equity_momentum_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2026-04-24,risk_off,2,"dow_vol_level, vix_change_21d","equity_realized_vol_21d, equity_momentum_21d, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2026-05-01,risk_off,2,"vix_change_5d, vix_change_21d","equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2026-05-08,risk_off,1,vix_change_21d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2026-05-15,risk_off,1,vix_change_21d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2026-05-22,risk_off,1,vix_change_5d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2026-05-29,risk_off,2,"vix_change_5d, vix_change_21d","equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2026-06-05,risk_off,1,vix_change_21d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2026-06-12,risk_off,1,vix_change_21d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2026-06-19,risk_off,1,vix_change_21d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
