name,candidate,model,target,feature_set,category,split,cost_bps,CAGR,Sharpe,Sortino,Calmar,Annualized Volatility,Maximum Drawdown,Hit Rate,Turnover,Exposure,Transaction Costs,Average Holdings,Best Month,Worst Month
random_forest__forward_rank,random_forest__forward_rank,random_forest,forward_rank,all_features,model,holdout,50,-0.2324585242778584,-0.2187163885287961,-0.3012009065638657,-0.4226608701668465,0.540588060644714,-0.5499882782763751,0.5009345794392523,0.029906542056074768,1.0,0.08,5.007476635514019,0.2710297637417505,-0.2653572281600508
pure_momentum_top3,pure_momentum_top3,baseline,benchmark,N/A,baseline,development,100,-0.07821577015114223,0.22160970546409575,0.3001610242207901,-0.08729285802973177,0.6725462968241981,-0.8960156869248351,0.5034602076124568,0.05005767012687429,1.0,0.8680000000000001,3.0397923875432524,0.47250609862897863,-0.6752283390304857
pure_momentum_top3,pure_momentum_top3,baseline,benchmark,N/A,baseline,holdout,100,-0.46784076342628034,-0.8595038922165177,-1.2747408563667713,-0.6516485769408141,0.5544705430762259,-0.7179341442324241,0.4485981308411215,0.04560747663551402,1.0,0.24400000000000002,3.0373831775700935,0.1810618716232042,-0.24018871226146543
pure_momentum_top5,pure_momentum_top5,baseline,benchmark,N/A,baseline,development,100,0.08961443244528988,0.6003982042158028,0.8179800452919956,0.09215704395555904,1.0038094592763966,-0.9724100144586312,0.5190311418685121,0.07243367935409459,1.0,1.256,5.1164936562860435,0.950843443698344,-0.7257037467973155
pure_momentum_top5,pure_momentum_top5,baseline,benchmark,N/A,baseline,holdout,100,-0.65127566897383,-0.9053234908056272,-1.2933231828719507,-0.7525518969886417,0.8026779562340169,-0.8654229317339157,0.45607476635514016,0.07177570093457945,1.0,0.384,5.114018691588785,0.20167601145896152,-0.33209741752415123
pure_momentum_top10,pure_momentum_top10,baseline,benchmark,N/A,baseline,development,100,0.3059937009180529,0.7549141810685365,1.0181062105710619,0.32854761930191934,0.897026308490068,-0.9313526653098634,0.5322952710495963,0.055247981545559405,1.0,0.9580000000000001,10.050173010380623,0.5756846841559593,-0.4949229088927727
pure_momentum_top10,pure_momentum_top10,baseline,benchmark,N/A,baseline,holdout,100,-0.6519408368352295,-1.0372779164419201,-1.5036632044157274,-0.7696792037679155,0.7456812714248321,-0.8470292995363453,0.4785046728971963,0.057570093457943936,1.0,0.30800000000000005,10.03177570093458,0.1761027628793106,-0.32412624684708824
btc_buy_hold,btc_buy_hold,benchmark,benchmark,N/A,benchmark,development,100,0.7368482943495129,1.2039865908590912,1.7436580517672091,0.9615757075052781,0.6158804088299804,-0.7662925431645936,0.5115340253748558,0.0,1.0,0.0,1.0,0.46851243433267964,-0.3729069866897433
btc_buy_hold,btc_buy_hold,benchmark,benchmark,N/A,benchmark,holdout,100,-0.23207040401967116,-0.3715714306608157,-0.5234166942074572,-0.4536267763107921,0.44437542042784356,-0.5115888570490235,0.4897196261682243,0.0,1.0,0.0,1.0,0.1407872633813132,-0.17650783621446742
eth_buy_hold,eth_buy_hold,benchmark,benchmark,N/A,benchmark,development,100,0.9457646942652711,1.2302322112701136,1.7845510447932051,1.1926033635557487,0.8031508751649026,-0.7930253453633338,0.5230680507497116,0.0,1.0,0.0,1.0,0.7823388827028048,-0.4484731448581286
eth_buy_hold,eth_buy_hold,benchmark,benchmark,N/A,benchmark,holdout,100,-0.3660708354369645,-0.2693645435257421,-0.4015250324766409,-0.5422053536957352,0.7244175728706324,-0.6751516430846409,0.491588785046729,0.0,1.0,0.0,1.0,0.488004280880477,-0.32214578050827136
btc_eth_50_50,btc_eth_50_50,benchmark,benchmark,N/A,benchmark,development,100,0.8902039196118468,1.283233895518768,1.8087822929431414,1.1674240393304114,0.6739121515499512,-0.7625369100009562,0.52479815455594,0.0,1.0,0.0,2.0,0.5171626168136121,-0.4105176007687238
btc_eth_50_50,btc_eth_50_50,benchmark,benchmark,N/A,benchmark,holdout,100,-0.2868782229472797,-0.3203286616927339,-0.46034217814918627,-0.48449988690285084,0.5623124975041389,-0.5921120534849638,0.502803738317757,0.0,1.0,0.0,2.0,0.2709681421331145,-0.2510281674199146
equal_weight_top30,equal_weight_top30,benchmark,benchmark,N/A,benchmark,development,100,0.3882872329196314,0.8207740596245363,1.07150185617879,0.42657594276898375,0.853945572817473,-0.9102417506228476,0.5507497116493656,0.007998250009943126,1.0,0.13868965517241377,29.991926182237602,0.6658175339614618,-0.3917603005789524
equal_weight_top30,equal_weight_top30,benchmark,benchmark,N/A,benchmark,holdout,100,-0.5632629031274035,-0.6863954410172048,-0.9982054618543083,-0.7360772280153549,0.7699479523603291,-0.7652225631895971,0.4822429906542056,0.008722741433021809,1.0,0.04666666666666667,30.0,0.26741003859767654,-0.311465729823184
random_forest__forward_rank,random_forest__forward_rank,random_forest,forward_rank,all_features,model,development,100,0.6147941688733556,1.0131260255966419,1.3607326584811723,0.6970238907827889,0.7607823724790779,-0.8820273982042628,0.5409457900807382,0.10046136101499423,1.0,1.742,5.2520184544405994,0.8890824888468858,-0.35258654818011326
random_forest__forward_rank,random_forest__forward_rank,random_forest,forward_rank,all_features,model,holdout,100,-0.2732272633136097,-0.31979957392307806,-0.43906924231847044,-0.4873936753015164,0.5403850462912174,-0.5605884465870081,0.497196261682243,0.029906542056074768,1.0,0.16,5.007476635514019,0.26340489030682734,-0.26826612683218565
